time,geo,kpi_orders,kpi_revenue,revenue_per_kpi,population,paid_search_impressions,paid_search_spend,shopping_impressions,shopping_spend,paid_social_impressions,paid_social_spend,organic_sessions,consumer_sentiment_index,competitor_discount_index,music_center_promo
2024-04-15,TX,938,261285.96,278.56,30500000,331694,2400.9,150838,1086.03,221594,2513.18,8852,103.526,0.0854,0
2024-04-15,FL,776,222309.01,286.48,22900000,244790,1777.02,121461,874.52,182899,2074.41,7540,101.947,0.0717,0
2024-04-15,NY,828,233241.39,281.69,19600000,273683,2012.53,150346,1082.49,187610,2134.95,7033,101.814,0.09,0
2024-04-22,CA,1066,306175.33,287.22,39000000,355971,2618.55,179106,1289.57,283634,3192.27,9580,102.595,0.082,0
2024-04-22,TX,928,262958.4,283.36,30500000,332926,2446.86,177629,1278.93,246081,2778.39,8845,102.227,0.0885,0
2024-04-22,FL,810,233214.07,287.92,22900000,244688,1773.86,149290,1074.89,182046,2045.76,7104,101.45,0.0941,0
2024-04-22,NY,806,231742.42,287.52,19600000,294948,2120.78,142537,1026.27,188698,2144.35,7517,103.354,0.1122,0
2024-04-29,CA,1104,318165.28,288.19,39000000,418662,3051.75,168864,1215.82,263248,2968.13,10233,102.292,0.1082,0
2024-04-29,TX,998,290343.95,290.93,30500000,340869,2491.94,159546,1148.73,222557,2500.9,8532,101.42,0.0932,0
2024-04-29,FL,773,218918.1,283.21,22900000,270934,1966.09,126904,913.71,196006,2215.87,7338,102.146,0.1102,0
2024-04-29,NY,797,218956.24,274.73,19600000,263752,1933.57,140013,1008.09,204197,2313.55,7327,102.317,0.1276,0
2024-05-06,CA,1091,307089.36,281.48,39000000,375968,2741.87,194464,1400.14,266716,3022.95,9585,102.961,0.116,0
2024-05-06,TX,911,251424.19,275.99,30500000,309944,2231.9,141046,1015.53,213234,2416.31,8140,101.681,0.1391,0
2024-05-06,FL,785,222831.78,283.86,22900000,259927,1893.87,151536,1091.06,185296,2101.39,6782,100.909,0.1172,0
2024-05-06,NY,841,239072.68,284.27,19600000,273479,1966.39,152770,1099.95,206729,2322.38,7491,103.062,0.1185,0
2024-05-13,CA,1097,311305.89,283.78,39000000,386107,2849.72,204474,1472.22,260937,2953.65,10189,100.731,0.1135,0
2024-05-13,TX,918,254464.98,277.19,30500000,338632,2478.76,160346,1154.49,230558,2615.31,8352,100.668,0.1344,0
2024-05-13,FL,769,220100.96,286.22,22900000,277620,2000.08,119312,859.05,188865,2144.31,7463,101.238,0.1183,0
2024-05-13,NY,812,223221.93,274.9,19600000,294030,2155.28,128799,927.35,195490,2199.56,7736,101.91,0.1172,0
2024-05-20,CA,1089,302227.41,277.53,39000000,373591,2741.71,204964,1475.74,255081,2896.67,9526,102.057,0.1579,0
2024-05-20,TX,890,249043.28,279.82,30500000,331077,2388.06,156034,1123.44,212464,2402.62,8743,102.238,0.1556,0
2024-05-20,FL,719,196453.45,273.23,22900000,242531,1772.39,144878,1043.12,198040,2241.33,6759,100.558,0.1412,0
2024-05-20,NY,841,241633.17,287.32,19600000,286219,2101.97,150053,1080.38,195373,2225.36,7564,100.551,0.1283,0
2024-05-27,CA,1050,299348.76,285.09,39000000,360536,2625.57,189788,1366.47,268116,3039.47,9429,101.61,0.1437,0
2024-05-27,TX,931,268101.74,287.97,30500000,316794,2347.56,177376,1277.1,233854,2646.92,7825,101.038,0.1423,0
2024-05-27,FL,721,205641.77,285.22,22900000,253688,1870.77,132636,954.98,170831,1931.93,7085,102.534,0.1601,0
2024-05-27,NY,788,224430.17,284.81,19600000,247475,1795.86,136696,984.21,183179,2085.16,6839,101.317,0.1626,0
2024-06-03,CA,1093,309939.98,283.57,39000000,373282,2769.73,179268,1290.73,269453,3032.81,9739,100.997,0.155,0
2024-06-03,TX,882,251305.09,284.93,30500000,316879,2297.37,149237,1074.51,216911,2463.91,8106,102.26,0.1451,0
2024-06-03,FL,717,201283.5,280.73,22900000,236292,1708.92,146018,1051.33,201684,2276.43,7372,101.023,0.1734,0
2024-06-03,NY,820,237665.92,289.84,19600000,280328,2034.03,150816,1085.88,203631,2304.58,7361,101.515,0.159,0
2024-06-10,CA,1100,310909.76,282.65,39000000,350173,2569.38,206771,1488.75,254963,2872.45,9938,102.012,0.1564,0
2024-06-10,TX,890,249526.9,280.37,30500000,290052,2112.02,156514,1126.9,213348,2427.36,7731,101.706,0.1639,0
2024-06-10,FL,766,215061.31,280.76,22900000,259116,1840.86,119852,862.93,180645,2044.06,6895,101.532,0.1837,0
2024-06-10,NY,816,229382.56,281.11,19600000,268535,1920.03,141581,1019.39,184517,2090.49,7470,101.502,0.1513,0
2024-06-17,CA,1122,327133.86,291.56,39000000,391617,2825.3,166181,1196.51,255926,2893.39,10071,99.954,0.1797,0
2024-06-17,TX,865,242856.9,280.76,30500000,293792,2149.88,146451,1054.45,227619,2572.59,7727,99.973,0.1673,0
2024-06-17,FL,739,210062.41,284.25,22900000,241364,1734.58,137070,986.91,185372,2085.92,6686,101.665,0.1705,0
2024-06-17,NY,782,217628.46,278.3,19600000,268217,1908.02,152115,1095.23,189454,2145.86,6852,101.291,0.1688,0
2024-06-24,CA,1085,309735.57,285.47,39000000,343668,2516.34,172623,1242.89,239047,2708.83,9540,101.076,0.1599,0
2024-06-24,TX,861,247503.9,287.46,30500000,302371,2245.65,171356,1233.77,212523,2393.66,8086,100.807,0.1603,0
2024-06-24,FL,781,222210.01,284.52,22900000,254791,1849.37,137771,991.95,168439,1903.63,6970,100.181,0.1825,0
2024-06-24,NY,771,218616.75,283.55,19600000,281460,2026.38,126573,911.33,167611,1892.71,7126,100.252,0.1861,0
2024-07-01,CA,1305,373950.99,286.55,39000000,388048,2802.83,209277,1506.8,296640,3342.79,11026,99.887,0.1813,1
2024-07-01,TX,1089,310566.83,285.19,30500000,337808,2498.99,155188,1117.35,229064,2577.34,9294,98.939,0.158,1
2024-07-01,FL,934,262787.0,281.36,22900000,261530,1899.67,147621,1062.87,197669,2241.84,7551,100.564,0.1714,1
2024-07-01,NY,918,270852.06,295.05,19600000,293073,2149.07,147506,1062.04,209801,2360.73,7975,99.926,0.1571,1
2024-07-08,CA,1084,304379.2,280.79,39000000,368597,2720.01,171638,1235.79,270451,3059.29,9424,99.126,0.1575,0
2024-07-08,TX,838,235889.58,281.49,30500000,280357,2055.11,145416,1047.0,211650,2376.28,7943,100.068,0.162,0
2024-07-08,FL,742,215662.58,290.65,22900000,243735,1769.54,116112,836.01,190811,2156.65,6432,99.272,0.1637,0
2024-07-08,NY,756,224270.67,296.65,19600000,282008,2069.38,147973,1065.41,193743,2182.45,6869,100.413,0.1769,0
2024-07-15,CA,1061,309467.61,291.68,39000000,387579,2819.23,177357,1276.97,242810,2746.76,9735,99.644,0.1353,0
2024-07-15,TX,882,251364.79,284.99,30500000,282818,2051.88,161773,1164.77,211568,2395.7,7320,98.946,0.1642,0
2024-07-15,FL,732,208174.44,284.39,22900000,257594,1869.46,123696,890.61,172534,1944.78,6928,99.887,0.1526,0
2024-07-15,NY,715,208430.73,291.51,19600000,261419,1865.29,125954,906.87,172344,1942.04,7361,98.707,0.1731,0
2024-07-22,CA,1010,287178.54,284.34,39000000,370668,2671.96,165295,1190.12,239844,2708.49,9315,98.264,0.1459,0
2024-07-22,TX,854,252887.74,296.12,30500000,276974,2033.83,161254,1161.03,205817,2314.6,7636,98.596,0.1443,0
2024-07-22,FL,732,219037.7,299.23,22900000,242966,1748.07,125661,904.76,170630,1934.85,6514,98.39,0.1421,0
2024-07-22,NY,798,233544.51,292.66,19600000,269645,1978.73,133478,961.04,172585,1966.25,7137,99.306,0.1333,0
2024-07-29,CA,1029,301257.67,292.77,39000000,342734,2446.87,190731,1373.26,222033,2506.33,8697,98.601,0.134,0
2024-07-29,TX,869,260725.08,300.03,30500000,260905,1889.86,155805,1121.79,199721,2269.94,7365,98.991,0.1274,0
2024-07-29,FL,719,212936.49,296.16,22900000,258610,1862.47,115808,833.82,187051,2115.11,6510,98.918,0.1271,0
2024-07-29,NY,762,229230.5,300.83,19600000,256778,1844.63,137310,988.63,193791,2189.95,7241,98.868,0.1372,0
2024-08-05,CA,1094,331965.04,303.44,39000000,373109,2737.8,198993,1432.75,261670,2970.01,10595,99.702,0.131,0
2024-08-05,TX,965,290680.93,301.22,30500000,353364,2565.95,165077,1188.55,214917,2431.52,8510,97.606,0.1346,0
2024-08-05,FL,791,229823.08,290.55,22900000,297016,2147.96,139813,1006.66,192446,2192.1,6907,98.896,0.1308,0
2024-08-05,NY,844,243146.53,288.09,19600000,292666,2120.47,140407,1010.93,207833,2348.88,7295,98.474,0.1343,0
2024-08-12,CA,1117,325585.35,291.48,39000000,350986,2561.84,194785,1402.45,247881,2810.24,10019,97.285,0.1132,0
2024-08-12,TX,977,293136.42,300.04,30500000,344088,2510.15,169580,1220.98,228393,2586.64,9045,98.179,0.1126,0
2024-08-12,FL,811,241765.91,298.11,22900000,281688,2061.74,138389,996.4,195322,2213.37,7454,97.346,0.1122,0
2024-08-12,NY,816,238902.43,292.77,19600000,283311,2094.38,144699,1041.83,193023,2192.42,7993,97.268,0.1191,0
2024-08-19,CA,1146,336182.34,293.35,39000000,382411,2741.64,193724,1394.81,254704,2871.74,10765,98.681,0.094,0
2024-08-19,TX,954,273770.24,286.97,30500000,322900,2377.11,158637,1142.19,218151,2482.72,8420,98.29,0.0771,0
2024-08-19,FL,802,241321.49,300.9,22900000,276646,2034.11,142835,1028.42,187710,2119.23,6972,97.708,0.0866,0
2024-08-19,NY,818,243974.18,298.26,19600000,283717,2054.63,126053,907.58,199216,2246.21,7251,99.303,0.0997,0
2024-08-26,CA,1153,348040.57,301.86,39000000,390039,2794.89,197460,1421.71,261536,2960.68,10664,98.305,0.0906,0
2024-08-26,TX,952,272455.28,286.19,30500000,302227,2208.69,180444,1299.2,210595,2399.18,8065,98.248,0.0942,0
2024-08-26,FL,769,223271.43,290.34,22900000,286908,2081.78,128194,923.0,193572,2172.34,7410,99.153,0.07,0
2024-08-26,NY,860,253989.15,295.34,19600000,277224,2020.74,155579,1120.17,185839,2104.52,7343,97.203,0.0849,0
2024-09-02,CA,1167,336336.81,288.21,39000000,406098,2936.6,189853,1366.94,246623,2808.62,9413,97.942,0.0747,0
2024-09-02,TX,912,269258.19,295.24,30500000,298356,2179.18,177628,1278.92,208739,2365.23,7878,97.602,0.0864,0
2024-09-02,FL,727,215111.61,295.89,22900000,272812,1963.99,125384,902.76,172932,1963.99,7544,98.13,0.0634,0
2024-09-02,NY,840,249911.3,297.51,19600000,276731,1968.93,150226,1081.63,198930,2253.88,7323,97.537,0.0807,0
2024-09-09,CA,1099,311319.76,283.28,39000000,379615,2730.5,211506,1522.84,255265,2902.78,10324,98.675,0.0564,0
2024-09-09,TX,955,282168.89,295.46,30500000,329926,2402.75,154863,1115.01,213584,2413.36,8870,97.607,0.0803,0
2024-09-09,FL,800,233082.28,291.35,22900000,272565,1958.71,149005,1072.83,178048,2021.47,7132,97.376,0.0864,0
2024-09-09,NY,776,224726.73,289.6,19600000,258942,1882.04,134686,969.74,187425,2121.11,7435,97.404,0.0812,0
2024-09-16,CA,1163,342583.08,294.57,39000000,387502,2794.03,176935,1273.93,243163,2757.97,9743,96.777,0.0657,0
2024-09-16,TX,892,266781.71,299.08,30500000,294316,2139.42,178965,1288.55,202549,2287.36,8460,98.598,0.0576,0
2024-09-16,FL,757,221342.42,292.39,22900000,279351,2016.04,121658,875.94,193618,2182.41,7385,97.287,0.0852,0
2024-09-16,NY,806,229650.22,284.93,19600000,282672,2089.15,144592,1041.06,199416,2244.56,7616,98.436,0.0779,0
2024-09-23,CA,1085,319606.42,294.57,39000000,346659,2503.72,190231,1369.66,269899,3058.16,10389,96.42,0.0564,0
2024-09-23,TX,961,282251.54,293.71,30500000,320419,2329.94,171135,1232.17,218358,2479.09,8568,96.6,0.0854,0
2024-09-23,FL,787,230642.6,293.07,22900000,259720,1865.91,138233,995.28,189631,2132.56,6715,98.69,0.0895,0
2024-09-23,NY,806,233495.79,289.7,19600000,244608,1780.04,140041,1008.3,189656,2152.71,7181,97.572,0.0818,0
2024-09-30,CA,1379,387307.79,280.86,39000000,423026,3043.78,200346,1442.49,294572,3305.13,11372,98.462,0.0891,1
2024-09-30,TX,1116,320866.21,287.51,30500000,339214,2504.96,176907,1273.73,246562,2776.74,9314,97.916,0.0853,1
2024-09-30,FL,944,277856.1,294.34,22900000,287987,2086.2,166797,1200.94,202050,2294.39,7704,96.625,0.0542,1
2024-09-30,NY,916,268698.05,293.34,19600000,290813,2123.43,146899,1057.67,200794,2265.47,8031,97.034,0.0893,1
2024-10-07,CA,981,279720.04,285.14,39000000,343233,2462.35,152655,1099.12,238421,2699.45,9518,97.085,0.0698,0
2024-10-07,TX,830,235505.17,283.74,30500000,263629,1904.28,133218,959.17,185280,2100.6,7109,96.957,0.0686,0
2024-10-07,FL,688,198546.66,288.59,22900000,240012,1761.99,130888,942.39,169567,1927.67,6700,97.505,0.0624,0
2024-10-07,NY,771,221044.66,286.7,19600000,252600,1803.66,122991,885.53,166394,1878.21,6709,97.193,0.0815,0
2024-10-14,CA,963,267924.15,278.22,39000000,328350,2414.45,190480,1371.45,230001,2610.86,8737,98.093,0.0761,0
2024-10-14,TX,812,228646.83,281.58,30500000,285157,2087.17,152938,1101.15,190268,2160.24,7093,97.491,0.1026,0
2024-10-14,FL,707,204022.55,288.58,22900000,243141,1792.28,136393,982.03,147046,1663.46,6180,98.431,0.0956,0
2024-10-14,NY,738,208343.89,282.31,19600000,236230,1693.03,127381,917.14,175417,1985.1,6866,97.297,0.0821,0
2024-10-21,CA,983,286558.57,291.51,39000000,314674,2310.65,156293,1125.31,239513,2716.33,9546,98.002,0.0804,0
2024-10-21,TX,875,245439.11,280.5,30500000,291344,2107.09,152194,1095.8,200244,2275.97,7597,96.844,0.114,0
2024-10-21,FL,726,210645.68,290.15,22900000,249244,1839.56,130701,941.05,167140,1891.53,6474,97.589,0.0972,0
2024-10-21,NY,683,196565.7,287.8,19600000,246148,1755.35,129660,933.56,174515,1984.19,6646,98.612,0.1029,0
2024-10-28,CA,989,279805.64,282.92,39000000,324801,2395.76,178306,1283.81,246935,2810.37,9357,98.327,0.1259,0
2024-10-28,TX,821,229250.69,279.23,30500000,295329,2146.69,133786,963.26,201320,2267.81,7525,98.396,0.0979,0
2024-10-28,FL,746,216876.05,290.72,22900000,249146,1780.5,120497,867.58,172932,1960.53,6116,98.42,0.1157,0
2024-10-28,NY,729,199547.89,273.73,19600000,265965,1916.83,127066,914.88,181257,2045.92,6927,99.011,0.0966,0
2024-11-04,CA,1340,377580.75,281.78,39000000,457345,3287.19,245675,1768.86,292050,3319.79,11616,98.358,0.133,0
2024-11-04,TX,1099,304774.16,277.32,30500000,403524,2922.65,208374,1500.3,240382,2725.5,9283,97.976,0.1161,0
2024-11-04,FL,961,266688.89,277.51,22900000,334402,2435.31,177430,1277.49,231608,2602.69,8324,97.072,0.1336,0
2024-11-04,NY,958,262383.76,273.89,19600000,361962,2634.36,170384,1226.76,240560,2724.26,8544,98.014,0.107,0
2024-11-11,CA,1295,367773.13,283.99,39000000,408461,2985.96,227673,1639.24,294380,3340.62,11446,97.272,0.1272,0
2024-11-11,TX,1102,305642.52,277.35,30500000,367306,2614.69,202127,1455.32,241732,2733.35,9991,99.257,0.1163,0
2024-11-11,FL,890,249896.26,280.78,22900000,316141,2265.81,163566,1177.67,199105,2254.15,8417,98.713,0.1146,0
2024-11-11,NY,941,256721.49,272.82,19600000,354089,2583.4,158706,1142.68,235595,2643.09,8623,99.029,0.1393,0
2024-11-18,CA,1573,448343.83,285.02,39000000,481972,3498.89,236385,1701.97,353245,3992.83,12487,98.371,0.1489,1
2024-11-18,TX,1300,362337.02,278.72,30500000,395621,2892.32,183128,1318.52,296783,3360.17,11287,97.397,0.1487,1
2024-11-18,FL,1072,296067.28,276.18,22900000,355644,2615.87,179335,1291.21,247057,2806.93,9271,97.686,0.1282,1
2024-11-18,NY,1175,332167.31,282.7,19600000,374564,2763.08,204700,1473.84,261026,2956.3,10242,97.327,0.1333,1
2024-11-25,CA,1566,445359.83,284.39,39000000,526423,3870.87,249165,1793.99,321725,3633.33,14063,99.122,0.1536,1
2024-11-25,TX,1344,375591.2,279.46,30500000,412469,3044.51,190218,1369.57,304776,3444.19,10709,99.327,0.1541,1
2024-11-25,FL,1095,300300.51,274.25,22900000,366080,2674.54,197765,1423.91,237324,2683.99,9854,99.577,0.1571,1
2024-11-25,NY,1145,324555.14,283.45,19600000,375274,2700.06,205844,1482.07,260348,2930.84,9811,98.345,0.1599,1
2024-12-02,CA,1454,401202.57,275.93,39000000,475291,3444.95,271187,1952.55,349735,3929.18,13624,100.018,0.1749,0
2024-12-02,TX,1154,332344.69,287.99,30500000,395330,2890.37,222410,1601.36,276574,3129.05,10622,99.77,0.1523,0
2024-12-02,FL,1004,275979.22,274.88,22900000,340909,2492.13,162792,1172.11,243567,2743.8,9400,99.669,0.1507,0
2024-12-02,NY,1069,296181.3,277.06,19600000,368356,2694.92,177216,1275.96,246074,2781.36,10296,98.774,0.15,0
2024-12-09,CA,1406,404734.72,287.86,39000000,497913,3667.98,235927,1698.67,315599,3574.83,14089,99.389,0.1588,0
2024-12-09,TX,1192,339848.89,285.11,30500000,403068,2883.25,186829,1345.17,276620,3131.14,10747,99.294,0.1544,0
2024-12-09,FL,1054,307645.8,291.88,22900000,376715,2758.73,200970,1446.98,257608,2921.88,9839,99.287,0.1636,0
2024-12-09,NY,1071,300798.89,280.86,19600000,376670,2751.25,205782,1481.63,256930,2917.32,9888,98.701,0.1718,0
2024-12-16,CA,1521,419304.86,275.68,39000000,480206,3471.42,270380,1946.74,333191,3785.62,13287,99.176,0.1713,0
2024-12-16,TX,1234,355009.6,287.69,30500000,407017,2931.41,193491,1393.14,279823,3156.62,11742,100.435,0.1626,0
2024-12-16,FL,1038,291797.9,281.12,22900000,374864,2748.28,201676,1452.07,249603,2829.0,9260,100.512,0.1781,0
2024-12-16,NY,1094,313354.98,286.43,19600000,403468,2943.9,175987,1267.1,257356,2904.62,9651,99.386,0.1549,0
2024-12-23,CA,1500,440859.01,293.91,39000000,497857,3561.96,273106,1966.36,361400,4106.99,12853,100.378,0.1799,0
2024-12-23,TX,1232,347075.45,281.72,30500000,418559,2980.52,226721,1632.39,266724,3023.05,11844,100.325,0.1887,0
2024-12-23,FL,1069,297421.38,278.22,22900000,361816,2672.35,180340,1298.45,254386,2888.91,9355,100.666,0.1567,0
2024-12-23,NY,1122,319110.87,284.41,19600000,367343,2694.34,183645,1322.25,277268,3137.22,10544,100.1,0.1648,0
2024-12-30,CA,1854,525453.86,283.42,39000000,609066,4450.85,304858,2194.97,410894,4649.07,14178,99.717,0.1656,1
2024-12-30,TX,1465,424279.17,289.61,30500000,454163,3272.92,261785,1884.85,317642,3590.27,13321,100.573,0.1552,1
2024-12-30,FL,1255,360751.79,287.45,22900000,416294,3053.6,181381,1305.94,280006,3176.49,10345,100.015,0.1827,1
2024-12-30,NY,1299,374866.77,288.58,19600000,441607,3240.86,222129,1599.33,286363,3243.62,11528,100.819,0.1487,1
2025-01-06,CA,1148,340979.72,297.02,39000000,389794,2806.26,186768,1344.73,261812,2972.25,10418,99.159,0.1514,0
2025-01-06,TX,919,272862.47,296.91,30500000,294085,2145.9,146819,1057.1,214754,2440.64,8388,100.856,0.1756,0
2025-01-06,FL,812,240246.07,295.87,22900000,264260,1922.74,148733,1070.88,200320,2270.19,6913,99.314,0.1764,0
2025-01-06,NY,827,240795.55,291.17,19600000,269158,1932.75,143311,1031.84,189523,2142.53,7374,100.732,0.1454,0
2025-01-13,CA,1124,330795.43,294.3,39000000,355360,2607.71,210814,1517.86,276836,3140.04,10212,100.168,0.1497,0
2025-01-13,TX,914,262657.06,287.37,30500000,336502,2453.62,145613,1048.41,242454,2739.36,8571,100.2,0.1657,0
